PSOE,date,week
23.67,2014-09-10,1437
23.71,2014-09-11,1437
23.75,2014-09-12,1437
23.82,2014-09-13,1437
23.89,2014-09-14,1437
23.96,2014-09-15,1438
24.03,2014-09-16,1438
24.1,2014-09-17,1438
24.17,2014-09-18,1438
24.24,2014-09-19,1438
24.32,2014-09-20,1438
24.41,2014-09-21,1438
24.49,2014-09-22,1439
24.57,2014-09-23,1439
24.66,2014-09-24,1439
24.74,2014-09-25,1439
24.82,2014-09-26,1439
24.91,2014-09-27,1439
25,2014-09-28,1439
25.08,2014-09-29,1440
25.17,2014-09-30,1440
25.09,2014-10-01,1440
25,2014-10-02,1440
24.92,2014-10-03,1440
24.85,2014-10-04,1440
24.79,2014-10-05,1440
24.72,2014-10-06,1441
24.65,2014-10-07,1441
24.56,2014-10-08,1441
24.47,2014-10-09,1441
24.38,2014-10-10,1441
24.3,2014-10-11,1441
24.22,2014-10-12,1441
24.13,2014-10-13,1442
24.06,2014-10-14,1442
23.99,2014-10-15,1442
23.93,2014-10-16,1442
23.86,2014-10-17,1442
23.81,2014-10-18,1442
23.76,2014-10-19,1442
23.71,2014-10-20,1443
23.66,2014-10-21,1443
23.61,2014-10-22,1443
23.55,2014-10-23,1443
23.5,2014-10-24,1443
23.45,2014-10-25,1443
23.39,2014-10-26,1443
23.34,2014-10-27,1444
23.28,2014-10-28,1444
23.22,2014-10-29,1444
23.07,2014-10-30,1444
22.91,2014-10-31,1444
22.77,2014-11-01,1444
22.62,2014-11-02,1444
22.48,2014-11-03,1445
22.33,2014-11-04,1445
22.19,2014-11-05,1445
22.05,2014-11-06,1445
22,2014-11-07,1445
21.87,2014-11-08,1445
21.73,2014-11-09,1445
21.6,2014-11-10,1446
21.46,2014-11-11,1446
21.33,2014-11-12,1446
21.33,2014-11-13,1446
21.33,2014-11-14,1446
21.33,2014-11-15,1446
21.32,2014-11-16,1446
21.32,2014-11-17,1447
21.31,2014-11-18,1447
21.31,2014-11-19,1447
21.35,2014-11-20,1447
21.39,2014-11-21,1447
21.44,2014-11-22,1447
21.48,2014-11-23,1447
21.52,2014-11-24,1448
21.57,2014-11-25,1448
21.61,2014-11-26,1448
21.65,2014-11-27,1448
21.7,2014-11-28,1448
21.74,2014-11-29,1448
21.78,2014-11-30,1448
21.82,2014-12-01,1449
21.87,2014-12-02,1449
21.91,2014-12-03,1449
21.77,2014-12-04,1449
21.72,2014-12-05,1449
21.58,2014-12-06,1449
21.44,2014-12-07,1449
21.31,2014-12-08,1450
21.17,2014-12-09,1450
21.03,2014-12-10,1450
20.96,2014-12-11,1450
20.89,2014-12-12,1450
20.83,2014-12-13,1450
20.78,2014-12-14,1450
20.73,2014-12-15,1451
20.72,2014-12-16,1451
20.7,2014-12-17,1451
20.69,2014-12-18,1451
20.8,2014-12-19,1451
20.86,2014-12-20,1451
20.92,2014-12-21,1451
20.97,2014-12-22,1452
21.03,2014-12-23,1452
21.09,2014-12-24,1452
21.15,2014-12-25,1452
21.21,2014-12-26,1452
21.27,2014-12-27,1452
21.33,2014-12-28,1452
21.39,2014-12-29,1401
21.44,2014-12-30,1401
21.41,2014-12-31,1401
21.38,2015-01-01,1501
21.34,2015-01-02,1501
21.31,2015-01-03,1501
21.27,2015-01-04,1501
21.24,2015-01-05,1502
21.21,2015-01-06,1502
21.26,2015-01-07,1502
21.32,2015-01-08,1502
21.29,2015-01-09,1502
21.18,2015-01-10,1502
21.07,2015-01-11,1502
20.96,2015-01-12,1503
20.76,2015-01-13,1503
20.57,2015-01-14,1503
20.52,2015-01-15,1503
20.47,2015-01-16,1503
20.47,2015-01-17,1503
20.47,2015-01-18,1503
20.47,2015-01-19,1504
20.46,2015-01-20,1504
20.46,2015-01-21,1504
20.46,2015-01-22,1504
20.46,2015-01-23,1504
20.46,2015-01-24,1504
20.47,2015-01-25,1504
20.47,2015-01-26,1505
20.47,2015-01-27,1505
20.48,2015-01-28,1505
20.48,2015-01-29,1505
20.45,2015-01-30,1505
20.42,2015-01-31,1505
20.39,2015-02-01,1505
20.36,2015-02-02,1506
20.33,2015-02-03,1506
20.3,2015-02-04,1506
20.35,2015-02-05,1506
20.4,2015-02-06,1506
20.31,2015-02-07,1506
20.22,2015-02-08,1506
20.12,2015-02-09,1507
20.13,2015-02-10,1507
20.14,2015-02-11,1507
20.18,2015-02-12,1507
20.22,2015-02-13,1507
20.26,2015-02-14,1507
20.3,2015-02-15,1507
20.33,2015-02-16,1508
20.36,2015-02-17,1508
20.4,2015-02-18,1508
20.43,2015-02-19,1508
20.46,2015-02-20,1508
20.5,2015-02-21,1508
20.53,2015-02-22,1508
20.56,2015-02-23,1509
20.6,2015-02-24,1509
20.63,2015-02-25,1509
20.66,2015-02-26,1509
20.71,2015-02-27,1509
20.76,2015-02-28,1509
20.81,2015-03-01,1509
20.86,2015-03-02,1510
20.92,2015-03-03,1510
20.98,2015-03-04,1510
21.06,2015-03-05,1510
21.15,2015-03-06,1510
21.06,2015-03-07,1510
20.97,2015-03-08,1510
20.88,2015-03-09,1511
20.86,2015-03-10,1511
20.83,2015-03-11,1511
20.81,2015-03-12,1511
20.79,2015-03-13,1511
20.86,2015-03-14,1511
20.93,2015-03-15,1511
21,2015-03-16,1512
21.07,2015-03-17,1512
21.14,2015-03-18,1512
21.21,2015-03-19,1512
21.28,2015-03-20,1512
21.34,2015-03-21,1512
21.41,2015-03-22,1512
21.48,2015-03-23,1513
21.55,2015-03-24,1513
21.62,2015-03-25,1513
21.69,2015-03-26,1513
21.7,2015-03-27,1513
21.77,2015-03-28,1513
21.84,2015-03-29,1513
21.91,2015-03-30,1514
21.98,2015-03-31,1514
22.04,2015-04-01,1514
22.11,2015-04-02,1514
22.14,2015-04-03,1514
22.17,2015-04-04,1514
22.19,2015-04-05,1514
22.22,2015-04-06,1515
22.25,2015-04-07,1515
22.27,2015-04-08,1515
22.15,2015-04-09,1515
22.18,2015-04-10,1515
22.21,2015-04-11,1515
22.23,2015-04-12,1515
22.13,2015-04-13,1516
22.19,2015-04-14,1516
22.25,2015-04-15,1516
22.31,2015-04-16,1516
22.36,2015-04-17,1516
22.42,2015-04-18,1516
22.48,2015-04-19,1516
22.54,2015-04-20,1517
22.54,2015-04-21,1517
22.55,2015-04-22,1517
22.62,2015-04-23,1517
22.69,2015-04-24,1517
22.75,2015-04-25,1517
22.79,2015-04-26,1517
22.82,2015-04-27,1518
22.86,2015-04-28,1518
22.89,2015-04-29,1518
22.93,2015-04-30,1518
22.96,2015-05-01,1518
23,2015-05-02,1518
23.03,2015-05-03,1518
23.07,2015-05-04,1519
23.1,2015-05-05,1519
23.14,2015-05-06,1519
23.17,2015-05-07,1519
23.2,2015-05-08,1519
23.12,2015-05-09,1519
23.04,2015-05-10,1519
22.96,2015-05-11,1520
22.88,2015-05-12,1520
22.89,2015-05-13,1520
22.9,2015-05-14,1520
22.91,2015-05-15,1520
22.92,2015-05-16,1520
22.93,2015-05-17,1520
22.94,2015-05-18,1521
22.95,2015-05-19,1521
22.96,2015-05-20,1521
22.96,2015-05-21,1521
22.97,2015-05-22,1521
22.98,2015-05-23,1521
22.99,2015-05-24,1521
23,2015-05-25,1522
23.01,2015-05-26,1522
23.02,2015-05-27,1522
23.03,2015-05-28,1522
23.04,2015-05-29,1522
23.09,2015-05-30,1522
23.14,2015-05-31,1522
23.2,2015-06-01,1523
23.25,2015-06-02,1523
23.31,2015-06-03,1523
23.38,2015-06-04,1523
23.44,2015-06-05,1523
23.38,2015-06-06,1523
23.3,2015-06-07,1523
23.21,2015-06-08,1524
23.13,2015-06-09,1524
23.04,2015-06-10,1524
23.11,2015-06-11,1524
23.17,2015-06-12,1524
23.23,2015-06-13,1524
23.29,2015-06-14,1524
23.44,2015-06-15,1525
23.59,2015-06-16,1525
23.74,2015-06-17,1525
23.78,2015-06-18,1525
23.81,2015-06-19,1525
23.86,2015-06-20,1525
23.9,2015-06-21,1525
23.94,2015-06-22,1526
23.99,2015-06-23,1526
23.99,2015-06-24,1526
23.98,2015-06-25,1526
23.98,2015-06-26,1526
23.99,2015-06-27,1526
23.99,2015-06-28,1526
24,2015-06-29,1527
24,2015-06-30,1527
24.01,2015-07-01,1527
24.01,2015-07-02,1527
24.07,2015-07-03,1527
24.13,2015-07-04,1527
24.19,2015-07-05,1527
24.26,2015-07-06,1528
24.32,2015-07-07,1528
24.28,2015-07-08,1528
24.21,2015-07-09,1528
24.12,2015-07-10,1528
24.07,2015-07-11,1528
24.02,2015-07-12,1528
24.04,2015-07-13,1529
24.05,2015-07-14,1529
24.07,2015-07-15,1529
24.08,2015-07-16,1529
24.08,2015-07-17,1529
24.07,2015-07-18,1529
24.06,2015-07-19,1529
24.1,2015-07-20,1530
24.09,2015-07-21,1530
24.07,2015-07-22,1530
24.08,2015-07-23,1530
24.08,2015-07-24,1530
24.02,2015-07-25,1530
23.97,2015-07-26,1530
23.95,2015-07-27,1531
23.93,2015-07-28,1531
23.92,2015-07-29,1531
23.9,2015-07-30,1531
23.88,2015-07-31,1531
23.86,2015-08-01,1531
23.84,2015-08-02,1531
23.85,2015-08-03,1532
23.87,2015-08-04,1532
23.88,2015-08-05,1532
23.9,2015-08-06,1532
23.91,2015-08-07,1532
23.81,2015-08-08,1532
23.7,2015-08-09,1532
23.64,2015-08-10,1533
23.58,2015-08-11,1533
23.61,2015-08-12,1533
23.63,2015-08-13,1533
23.65,2015-08-14,1533
23.68,2015-08-15,1533
23.7,2015-08-16,1533
23.76,2015-08-17,1534
23.81,2015-08-18,1534
23.86,2015-08-19,1534
23.92,2015-08-20,1534
23.97,2015-08-21,1534
24.02,2015-08-22,1534
24.08,2015-08-23,1534
24.1,2015-08-24,1535
24.12,2015-08-25,1535
24.14,2015-08-26,1535
24.17,2015-08-27,1535
24.13,2015-08-28,1535
24.1,2015-08-29,1535
24.04,2015-08-30,1535
24.03,2015-08-31,1536
24.03,2015-09-01,1536
24.02,2015-09-02,1536
24.02,2015-09-03,1536
24.01,2015-09-04,1536
24.01,2015-09-05,1536
24.05,2015-09-06,1536
24.15,2015-09-07,1537
24.14,2015-09-08,1537
24.13,2015-09-09,1537
24.15,2015-09-10,1537
24.16,2015-09-11,1537
24.08,2015-09-12,1537
24,2015-09-13,1537
23.99,2015-09-14,1538
23.98,2015-09-15,1538
23.98,2015-09-16,1538
23.97,2015-09-17,1538
23.97,2015-09-18,1538
23.96,2015-09-19,1538
23.96,2015-09-20,1538
24,2015-09-21,1539
24.05,2015-09-22,1539
24.1,2015-09-23,1539
24.15,2015-09-24,1539
24.11,2015-09-25,1539
24.07,2015-09-26,1539
24.03,2015-09-27,1539
24.03,2015-09-28,1540
24.03,2015-09-29,1540
24.03,2015-09-30,1540
24.03,2015-10-01,1540
24.03,2015-10-02,1540
23.92,2015-10-03,1540
23.81,2015-10-04,1540
23.77,2015-10-05,1541
23.73,2015-10-06,1541
23.7,2015-10-07,1541
23.54,2015-10-08,1541
23.39,2015-10-09,1541
23.36,2015-10-10,1541
23.32,2015-10-11,1541
23.38,2015-10-12,1542
23.32,2015-10-13,1542
23.26,2015-10-14,1542
23.2,2015-10-15,1542
23.11,2015-10-16,1542
23.02,2015-10-17,1542
22.85,2015-10-18,1542
22.74,2015-10-19,1543
22.69,2015-10-20,1543
22.64,2015-10-21,1543
22.59,2015-10-22,1543
22.48,2015-10-23,1543
22.35,2015-10-24,1543
22.23,2015-10-25,1543
22.18,2015-10-26,1544
22.07,2015-10-27,1544
21.96,2015-10-28,1544
21.9,2015-10-29,1544
21.82,2015-10-30,1544
21.74,2015-10-31,1544
21.66,2015-11-01,1544
21.68,2015-11-02,1545
21.7,2015-11-03,1545
21.71,2015-11-04,1545
21.69,2015-11-05,1545
21.66,2015-11-06,1545
21.52,2015-11-07,1545
21.37,2015-11-08,1545
21.37,2015-11-09,1546
21.45,2015-11-10,1546
21.54,2015-11-11,1546
21.62,2015-11-12,1546
21.67,2015-11-13,1546
21.64,2015-11-14,1546
21.61,2015-11-15,1546
21.62,2015-11-16,1547
21.91,2015-11-17,1547
22.01,2015-11-18,1547
22.12,2015-11-19,1547
22.19,2015-11-20,1547
22.19,2015-11-21,1547
22.2,2015-11-22,1547
22.26,2015-11-23,1548
22.33,2015-11-24,1548
22.25,2015-11-25,1548
22.16,2015-11-26,1548
22.12,2015-11-27,1548
21.99,2015-11-28,1548
21.9,2015-11-29,1548
21.87,2015-11-30,1549
21.85,2015-12-01,1549
21.68,2015-12-02,1549
21.5,2015-12-03,1549
21.44,2015-12-04,1549
21.39,2015-12-05,1549
21.33,2015-12-06,1549
21.32,2015-12-07,1550
21.14,2015-12-08,1550
20.95,2015-12-09,1550
21,2015-12-10,1550
21.07,2015-12-11,1550
21.16,2015-12-12,1550
21.21,2015-12-13,1550
21.36,2015-12-14,1551
21.47,2015-12-15,1551
21.58,2015-12-16,1551
21.68,2015-12-17,1551
21.79,2015-12-18,1551
21.89,2015-12-19,1551
22,2015-12-20,1551
21.98,2015-12-21,1552
21.96,2015-12-22,1552
21.93,2015-12-23,1552
21.91,2015-12-24,1552
21.89,2015-12-25,1552
21.87,2015-12-26,1552
21.84,2015-12-27,1552
21.82,2015-12-28,1553
21.8,2015-12-29,1553
21.78,2015-12-30,1553
21.76,2015-12-31,1553
21.73,2016-01-01,1653
21.71,2016-01-02,1653
21.69,2016-01-03,1653
21.67,2016-01-04,1601
21.64,2016-01-05,1601
21.62,2016-01-06,1601
21.6,2016-01-07,1601
21.58,2016-01-08,1601
21.56,2016-01-09,1601
21.53,2016-01-10,1601
21.51,2016-01-11,1602
21.48,2016-01-12,1602
21.5,2016-01-13,1602
21.52,2016-01-14,1602
21.49,2016-01-15,1602
21.4,2016-01-16,1602
21.31,2016-01-17,1602
21.22,2016-01-18,1603
21.13,2016-01-19,1603
21.03,2016-01-20,1603
20.93,2016-01-21,1603
20.81,2016-01-22,1603
20.7,2016-01-23,1603
20.58,2016-01-24,1603
20.46,2016-01-25,1604
20.57,2016-01-26,1604
20.69,2016-01-27,1604
20.8,2016-01-28,1604
20.92,2016-01-29,1604
21.03,2016-01-30,1604
21.15,2016-01-31,1604
21.26,2016-02-01,1605
21.38,2016-02-02,1605
21.49,2016-02-03,1605
21.61,2016-02-04,1605
21.66,2016-02-05,1605
21.69,2016-02-06,1605
21.72,2016-02-07,1605
21.75,2016-02-08,1606
21.78,2016-02-09,1606
21.81,2016-02-10,1606
21.85,2016-02-11,1606
21.91,2016-02-12,1606
21.97,2016-02-13,1606
22.04,2016-02-14,1606
22.1,2016-02-15,1607
22.17,2016-02-16,1607
22.22,2016-02-17,1607
22.18,2016-02-18,1607
22.14,2016-02-19,1607
22.1,2016-02-20,1607
22.06,2016-02-21,1607
22.02,2016-02-22,1608
21.98,2016-02-23,1608
21.94,2016-02-24,1608
21.89,2016-02-25,1608
21.85,2016-02-26,1608
21.87,2016-02-27,1608
21.89,2016-02-28,1608
21.92,2016-02-29,1609
21.94,2016-03-01,1609
21.96,2016-03-02,1609
21.98,2016-03-03,1609
22.01,2016-03-04,1609
22.05,2016-03-05,1609
22.07,2016-03-06,1609
22.09,2016-03-07,1610
22.11,2016-03-08,1610
22.14,2016-03-09,1610
22.15,2016-03-10,1610
22.11,2016-03-11,1610
22.08,2016-03-12,1610
22.05,2016-03-13,1610
22.02,2016-03-14,1611
22.03,2016-03-15,1611
22.04,2016-03-16,1611
22.05,2016-03-17,1611
22.06,2016-03-18,1611
22.07,2016-03-19,1611
22.08,2016-03-20,1611
22.03,2016-03-21,1612
21.98,2016-03-22,1612
21.93,2016-03-23,1612
21.88,2016-03-24,1612
21.83,2016-03-25,1612
21.77,2016-03-26,1612
21.72,2016-03-27,1612
21.65,2016-03-28,1613
21.58,2016-03-29,1613
21.5,2016-03-30,1613
21.54,2016-03-31,1613
21.56,2016-04-01,1613
21.57,2016-04-02,1613
21.56,2016-04-03,1613
21.55,2016-04-04,1614
21.53,2016-04-05,1614
21.49,2016-04-06,1614
21.54,2016-04-07,1614
21.53,2016-04-08,1614
21.53,2016-04-09,1614
21.54,2016-04-10,1614
21.5,2016-04-11,1615
21.47,2016-04-12,1615
21.47,2016-04-13,1615
21.48,2016-04-14,1615
21.46,2016-04-15,1615
21.45,2016-04-16,1615
21.47,2016-04-17,1615
21.49,2016-04-18,1616
21.51,2016-04-19,1616
21.53,2016-04-20,1616
21.47,2016-04-21,1616
21.41,2016-04-22,1616
21.35,2016-04-23,1616
21.33,2016-04-24,1616
21.3,2016-04-25,1617
21.27,2016-04-26,1617
21.24,2016-04-27,1617
21.21,2016-04-28,1617
21.22,2016-04-29,1617
21.25,2016-04-30,1617
21.31,2016-05-01,1617
21.38,2016-05-02,1618
21.36,2016-05-03,1618
21.35,2016-05-04,1618
21.34,2016-05-05,1618
21.32,2016-05-06,1618
21.27,2016-05-07,1618
21.25,2016-05-08,1618
21.22,2016-05-09,1619
21.19,2016-05-10,1619
21.16,2016-05-11,1619
21.12,2016-05-12,1619
21.09,2016-05-13,1619
21.12,2016-05-14,1619
21.15,2016-05-15,1619
21.18,2016-05-16,1620
21.21,2016-05-17,1620
21.24,2016-05-18,1620
21.27,2016-05-19,1620
21.3,2016-05-20,1620
21.32,2016-05-21,1620
21.33,2016-05-22,1620
21.29,2016-05-23,1621
21.25,2016-05-24,1621
21.23,2016-05-25,1621
21.26,2016-05-26,1621
21.28,2016-05-27,1621
21.31,2016-05-28,1621
21.33,2016-05-29,1621
21.35,2016-05-30,1622
21.37,2016-05-31,1622
21.4,2016-06-01,1622
21.38,2016-06-02,1622
21.4,2016-06-03,1622
21.42,2016-06-04,1622
21.44,2016-06-05,1622
21.43,2016-06-06,1623
21.42,2016-06-07,1623
21.4,2016-06-08,1623
21.41,2016-06-09,1623
21.42,2016-06-10,1623
21.38,2016-06-11,1623
21.33,2016-06-12,1623
21.29,2016-06-13,1624
21.26,2016-06-14,1624
21.21,2016-06-15,1624
21.22,2016-06-16,1624
21.31,2016-06-17,1624
21.42,2016-06-18,1624
21.53,2016-06-19,1624
21.67,2016-06-20,1625
21.78,2016-06-21,1625
21.91,2016-06-22,1625
22.04,2016-06-23,1625
22.18,2016-06-24,1625
22.37,2016-06-25,1625
22.6,2016-06-26,1625
22.6,2016-06-27,1626
22.61,2016-06-28,1626
22.61,2016-06-29,1626
22.62,2016-06-30,1626
22.62,2016-07-01,1626
22.63,2016-07-02,1626
22.63,2016-07-03,1626
22.64,2016-07-04,1627
22.64,2016-07-05,1627
22.65,2016-07-06,1627
22.65,2016-07-07,1627
22.66,2016-07-08,1627
22.66,2016-07-09,1627
22.67,2016-07-10,1627
22.67,2016-07-11,1628
22.65,2016-07-12,1628
22.63,2016-07-13,1628
22.61,2016-07-14,1628
22.58,2016-07-15,1628
22.57,2016-07-16,1628
22.56,2016-07-17,1628
22.55,2016-07-18,1629
22.54,2016-07-19,1629
22.53,2016-07-20,1629
22.51,2016-07-21,1629
22.5,2016-07-22,1629
22.49,2016-07-23,1629
22.48,2016-07-24,1629
22.47,2016-07-25,1630
22.46,2016-07-26,1630
22.46,2016-07-27,1630
22.46,2016-07-28,1630
22.46,2016-07-29,1630
22.46,2016-07-30,1630
22.45,2016-07-31,1630
22.45,2016-08-01,1631
22.45,2016-08-02,1631
22.45,2016-08-03,1631
22.44,2016-08-04,1631
22.44,2016-08-05,1631
22.43,2016-08-06,1631
22.43,2016-08-07,1631
22.43,2016-08-08,1632
22.42,2016-08-09,1632
22.42,2016-08-10,1632
22.4,2016-08-11,1632
22.39,2016-08-12,1632
22.37,2016-08-13,1632
22.35,2016-08-14,1632
22.33,2016-08-15,1633
22.32,2016-08-16,1633
22.3,2016-08-17,1633
22.28,2016-08-18,1633
22.27,2016-08-19,1633
22.25,2016-08-20,1633
22.23,2016-08-21,1633
22.21,2016-08-22,1634
22.2,2016-08-23,1634
22.18,2016-08-24,1634
22.16,2016-08-25,1634
22.14,2016-08-26,1634
22.13,2016-08-27,1634
22.1,2016-08-28,1634
22.08,2016-08-29,1635
22.06,2016-08-30,1635
22.03,2016-08-31,1635
22.01,2016-09-01,1635
21.98,2016-09-02,1635
21.96,2016-09-03,1635
21.92,2016-09-04,1635
21.88,2016-09-05,1636
21.84,2016-09-06,1636
21.8,2016-09-07,1636
21.74,2016-09-08,1636
21.69,2016-09-09,1636
21.66,2016-09-10,1636
21.63,2016-09-11,1636
21.6,2016-09-12,1637
21.57,2016-09-13,1637
21.54,2016-09-14,1637
21.41,2016-09-15,1637
21.28,2016-09-16,1637
21.14,2016-09-17,1637
21.01,2016-09-18,1637
20.88,2016-09-19,1638
20.75,2016-09-20,1638
20.62,2016-09-21,1638
20.49,2016-09-22,1638
20.35,2016-09-23,1638
20.22,2016-09-24,1638
20.09,2016-09-25,1638
19.96,2016-09-26,1639
19.83,2016-09-27,1639
19.7,2016-09-28,1639
19.56,2016-09-29,1639
19.42,2016-09-30,1639
19.33,2016-10-01,1639
19.25,2016-10-02,1639
19.17,2016-10-03,1640
19.08,2016-10-04,1640
18.99,2016-10-05,1640
18.9,2016-10-06,1640
18.7,2016-10-07,1640
18.45,2016-10-08,1640
18.19,2016-10-09,1640
17.93,2016-10-10,1641
17.75,2016-10-11,1641
17.65,2016-10-12,1641
17.56,2016-10-13,1641
17.44,2016-10-14,1641
17.32,2016-10-15,1641
17.2,2016-10-16,1641
17.08,2016-10-17,1642
16.96,2016-10-18,1642
16.84,2016-10-19,1642
16.72,2016-10-20,1642
16.81,2016-10-21,1642
16.9,2016-10-22,1642
16.98,2016-10-23,1642
17.07,2016-10-24,1643
17.16,2016-10-25,1643
17.25,2016-10-26,1643
17.34,2016-10-27,1643
17.43,2016-10-28,1643
17.51,2016-10-29,1643
17.59,2016-10-30,1643
17.68,2016-10-31,1644
17.76,2016-11-01,1644
17.85,2016-11-02,1644
17.93,2016-11-03,1644
18.01,2016-11-04,1644
18.09,2016-11-05,1644
18.17,2016-11-06,1644
18.25,2016-11-07,1645
18.24,2016-11-08,1645
18.26,2016-11-09,1645
18.28,2016-11-10,1645
18.3,2016-11-11,1645
18.34,2016-11-12,1645
18.39,2016-11-13,1645
18.44,2016-11-14,1646
18.49,2016-11-15,1646
18.54,2016-11-16,1646
18.6,2016-11-17,1646
18.65,2016-11-18,1646
18.7,2016-11-19,1646
18.71,2016-11-20,1646
18.73,2016-11-21,1647
18.74,2016-11-22,1647
18.77,2016-11-23,1647
18.79,2016-11-24,1647
18.81,2016-11-25,1647
18.83,2016-11-26,1647
18.86,2016-11-27,1647
18.88,2016-11-28,1648
18.9,2016-11-29,1648
18.92,2016-11-30,1648
19.03,2016-12-01,1648
19.13,2016-12-02,1648
19.18,2016-12-03,1648
19.24,2016-12-04,1648
19.29,2016-12-05,1649
19.34,2016-12-06,1649
19.39,2016-12-07,1649
19.39,2016-12-08,1649
19.39,2016-12-09,1649
19.39,2016-12-10,1649
19.39,2016-12-11,1649
19.39,2016-12-12,1650
19.39,2016-12-13,1650
19.39,2016-12-14,1650
19.39,2016-12-15,1650
19.38,2016-12-16,1650
19.39,2016-12-17,1650
19.39,2016-12-18,1650
19.4,2016-12-19,1651
19.41,2016-12-20,1651
19.41,2016-12-21,1651
19.42,2016-12-22,1651
19.43,2016-12-23,1651
19.43,2016-12-24,1651
19.43,2016-12-25,1651
19.43,2016-12-26,1652
19.44,2016-12-27,1652
19.44,2016-12-28,1652
19.44,2016-12-29,1652
19.47,2016-12-30,1652
19.49,2016-12-31,1652
19.52,2017-01-01,1752
19.54,2017-01-02,1701
19.58,2017-01-03,1701
19.61,2017-01-04,1701
19.61,2017-01-05,1701
19.61,2017-01-06,1701
19.61,2017-01-07,1701
19.61,2017-01-08,1701
19.61,2017-01-09,1702
19.56,2017-01-10,1702
19.52,2017-01-11,1702
19.47,2017-01-12,1702
19.51,2017-01-13,1702
19.56,2017-01-14,1702
19.6,2017-01-15,1702
19.65,2017-01-16,1703
19.69,2017-01-17,1703
19.73,2017-01-18,1703
19.78,2017-01-19,1703
19.82,2017-01-20,1703
19.86,2017-01-21,1703
19.91,2017-01-22,1703
19.95,2017-01-23,1704
20,2017-01-24,1704
20.04,2017-01-25,1704
20.08,2017-01-26,1704
20.13,2017-01-27,1704
20.17,2017-01-28,1704
20.21,2017-01-29,1704
20.25,2017-01-30,1705
20.3,2017-01-31,1705
20.34,2017-02-01,1705
20.38,2017-02-02,1705
20.44,2017-02-03,1705
20.5,2017-02-04,1705
20.56,2017-02-05,1705
20.62,2017-02-06,1706
20.64,2017-02-07,1706
20.63,2017-02-08,1706
20.62,2017-02-09,1706
20.61,2017-02-10,1706
20.57,2017-02-11,1706
20.53,2017-02-12,1706
20.49,2017-02-13,1707
20.46,2017-02-14,1707
20.43,2017-02-15,1707
20.41,2017-02-16,1707
20.38,2017-02-17,1707
20.4,2017-02-18,1707
20.43,2017-02-19,1707
20.46,2017-02-20,1708
20.48,2017-02-21,1708
20.51,2017-02-22,1708
20.51,2017-02-23,1708
20.52,2017-02-24,1708
20.52,2017-02-25,1708
20.53,2017-02-26,1708
20.53,2017-02-27,1709
20.54,2017-02-28,1709
20.54,2017-03-01,1709
20.55,2017-03-02,1709
20.56,2017-03-03,1709
20.58,2017-03-04,1709
20.59,2017-03-05,1709
20.61,2017-03-06,1710
20.62,2017-03-07,1710
20.58,2017-03-08,1710
20.54,2017-03-09,1710
20.55,2017-03-10,1710
20.57,2017-03-11,1710
20.58,2017-03-12,1710
20.6,2017-03-13,1711
20.63,2017-03-14,1711
20.65,2017-03-15,1711
20.7,2017-03-16,1711
20.75,2017-03-17,1711
20.79,2017-03-18,1711
20.84,2017-03-19,1711
20.88,2017-03-20,1712
20.93,2017-03-21,1712
20.97,2017-03-22,1712
21.02,2017-03-23,1712
21.07,2017-03-24,1712
21.11,2017-03-25,1712
21.16,2017-03-26,1712
21.15,2017-03-27,1713
21.14,2017-03-28,1713
21.13,2017-03-29,1713
21.13,2017-03-30,1713
21.12,2017-03-31,1713
21.11,2017-04-01,1713
21.1,2017-04-02,1713
21.09,2017-04-03,1714
21.08,2017-04-04,1714
21.08,2017-04-05,1714
21.07,2017-04-06,1714
21.13,2017-04-07,1714
21.15,2017-04-08,1714
21.26,2017-04-09,1714
21.36,2017-04-10,1715
21.39,2017-04-11,1715
21.43,2017-04-12,1715
21.47,2017-04-13,1715
21.52,2017-04-14,1715
21.56,2017-04-15,1715
21.61,2017-04-16,1715
21.66,2017-04-17,1716
21.7,2017-04-18,1716
21.75,2017-04-19,1716
21.79,2017-04-20,1716
21.84,2017-04-21,1716
21.88,2017-04-22,1716
21.93,2017-04-23,1716
21.97,2017-04-24,1717
22.02,2017-04-25,1717
22.07,2017-04-26,1717
22.11,2017-04-27,1717
22.16,2017-04-28,1717
22.2,2017-04-29,1717
22.25,2017-04-30,1717
22.29,2017-05-01,1718
22.34,2017-05-02,1718
22.38,2017-05-03,1718
22.43,2017-05-04,1718
22.47,2017-05-05,1718
22.52,2017-05-06,1718
22.56,2017-05-07,1718
22.61,2017-05-08,1719
22.65,2017-05-09,1719
22.7,2017-05-10,1719
22.72,2017-05-11,1719
22.73,2017-05-12,1719
22.76,2017-05-13,1719
22.79,2017-05-14,1719
22.82,2017-05-15,1720
22.85,2017-05-16,1720
22.88,2017-05-17,1720
22.91,2017-05-18,1720
22.94,2017-05-19,1720
22.97,2017-05-20,1720
23.01,2017-05-21,1720
23.04,2017-05-22,1721
23.08,2017-05-23,1721
23.11,2017-05-24,1721
23.14,2017-05-25,1721
23.18,2017-05-26,1721
23.21,2017-05-27,1721
23.25,2017-05-28,1721
23.28,2017-05-29,1722
23.32,2017-05-30,1722
23.35,2017-05-31,1722
23.39,2017-06-01,1722
23.43,2017-06-02,1722
23.48,2017-06-03,1722
23.52,2017-06-04,1722
23.57,2017-06-05,1723
23.61,2017-06-06,1723
